256,0.055065
256,0.045555
256,0.045947
256,0.052635
256,0.045282
512,0.056021
512,0.056342
512,0.061108
512,0.055399
512,0.060711
1024,0.094986
1024,0.096429
1024,0.097544
1024,0.096686
1024,0.092721
2048,0.233604
2048,0.226531
2048,0.239736
2048,0.230146
2048,0.225133
3072,0.454323
3072,0.460107
3072,0.450945
3072,0.449023
3072,0.457612
4096,0.768855
4096,0.764285
4096,0.767089
4096,0.759933
4096,0.758157
5120,1.147514
5120,1.156857
5120,1.150478
5120,1.150225
5120,1.144732
7680,2.513586
7680,2.498863
7680,2.489188
7680,2.498096
7680,2.486436
8192,2.831515
8192,2.823342
8192,2.836835
8192,2.813656
8192,2.842889
10240,4.392468
10240,4.327090
10240,4.390492
10240,4.416155
10240,4.397681
12800,6.769996
12800,6.750096
12800,6.830973
12800,6.796166
12800,6.833305
